Description,Price,Rating,Review Count,URL
"LG Electronics Stylo 4 Factory Unlocked Phone - 6.2"" Screen - 32GB - Black",$268.57,4.2 out of 5 stars,308,https://www.amazon.com/LG-LMQ710ULM-Factory-Unlocked-Phone/dp/B07DYHXW6H/ref=sr_1_13?dchild=1&keywords=lg+mobile&qid=1634308779&sr=8-13
"LG K51 (2020) 32GB/3GB, 6.5 FHD+ Display, Unlocked GSM Smartphone - Platinum (Carrier Packaging)",$162.72,3.3 out of 5 stars,29,https://www.amazon.com/LG-32GB-Display-Unlocked-Smartphone/dp/B0968XXRPK/ref=sr_1_14?dchild=1&keywords=lg+mobile&qid=1634308779&sr=8-14
"LG V20 H910a 64GB 5.7"" IPS LCD Display Android Smartphone w/ Dual Rear Cameras (16MP+8MP) - Carrier Unlocked for all GSM Carriers Worldwide (Titan Gray)",$134.00,3.9 out of 5 stars,259,https://www.amazon.com/LG-V20-Display-Android-Smartphone/dp/B06XMQCGKB/ref=sr_1_15?dchild=1&keywords=lg+mobile&qid=1634308779&sr=8-15
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308779%26sr%3D8-16-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308779&id=8115002162676968&widgetName=sp_mtf
LG G8 ThinQ (G820) 128GB GSM Unlocked (not CDMA) 6.1” Display Smartphone - Platinum Gray (Renewed),$201.58,4.3 out of 5 stars,421,https://www.amazon.com/LG-G8-ThinQ-Unlock-Platinum/dp/B07V7H15KF/ref=sr_1_17?dchild=1&keywords=lg+mobile&qid=1634308779&sr=8-17
"LG K22+ Plus LM-K200HAW Smartphone, US+LATIN 4G LTE, International Version (No US Warranty), 64GB, Titan - Unlocked w/ 64GB SD Bundle",$142.98,3.7 out of 5 stars,293,https://www.amazon.com/LG-Unlocked-T-Mobile-International-LM-K200HAW/dp/B08KWM2255/ref=sr_1_19?dchild=1&keywords=lg+mobile&qid=1634308779&sr=8-19
Simple Mobile LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - GSM,$79.00,4.1 out of 5 stars,20,https://www.amazon.com/Simple-Mobile-Premier-Prepaid-Smartphone/dp/B08J4JPN7J/ref=sr_1_20?dchild=1&keywords=lg+mobile&qid=1634308779&sr=8-20
$15/Month Mint Mobile Wireless Plan | 4GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$45.00,4.3 out of 5 stars,"2,775",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A04976201LFBJ25NNA8G9&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FV7ZV%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308779%26sr%3D8-21-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308779&id=8115002162676968&widgetName=sp_btf
TracFone LG Reflect LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$131.37,4.4 out of 5 stars,143,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A04831353A44LE6AWZE3C&url=%2FTracFone-Reflect-Prepaid-Smartphone-Locked%2Fdp%2FB08J5DRB63%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308779%26sr%3D8-22-spons%26psc%3D1&qualifier=1634308779&id=8115002162676968&widgetName=sp_btf
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308793%26sr%3D8-17-spons%26psc%3D1&qualifier=1634308793&id=8473544776907498&widgetName=sp_atf_next
Tracfone Keep Your Own Phone 3-in-1 Prepaid SIM Kit,$1.00,4.3 out of 5 stars,"4,094",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A04754351M6XYX7VV97A9&url=%2FeGift-Promotion-Tracfone-Phone-Prepaid%2Fdp%2FB0728N8PT9%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308793%26sr%3D8-18-spons%26psc%3D1&qualifier=1634308793&id=8473544776907498&widgetName=sp_atf_next
"LG Phoenix 4 Smartphone, 4G LTE, Android 7.1 OS, 16GB, Black for AT&T Prepaid",$89.99,4.3 out of 5 stars,548,https://www.amazon.com/LG-Phoenix-Prepaid-Smartphone-Android/dp/B07PS7Y8SX/ref=sr_1_19?dchild=1&keywords=lg+mobile&qid=1634308793&sr=8-19
"LG V60 ThinQ 5G LM-V600AM 128GB GSM Unlocked 6.8"" P-OLED DisplayTriple 64MP+13MP+0.3MP Camera Phone Classy Blue",$419.00,4.0 out of 5 stars,490,https://www.amazon.com/LG-LM-V600AM-Unlocked-P-OLED-DisplayTriple/dp/B08HBXM4RM/ref=sr_1_20?dchild=1&keywords=lg+mobile&qid=1634308793&sr=8-20
"LG G8 ThinQ LMG820TM 4G LTE, 128GB Carmine Red - T-Mobile Unlocked",$349.99,4.2 out of 5 stars,357,https://www.amazon.com/LG-ThinQ-LMG820TM-T-Mobile-Unlocked/dp/B07WGJ3NTF/ref=sr_1_26?dchild=1&keywords=lg+mobile&qid=1634308793&sr=8-26
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308793%26sr%3D8-27-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308793&id=8473544776907498&widgetName=sp_mtf
TracFone LG Reflect LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$131.37,4.4 out of 5 stars,143,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A04831353A44LE6AWZE3C&url=%2FTracFone-Reflect-Prepaid-Smartphone-Locked%2Fdp%2FB08J5DRB63%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308793%26sr%3D8-28-spons%26psc%3D1&qualifier=1634308793&id=8473544776907498&widgetName=sp_mtf
"LG K51s (64GB, 3GB) 6.55"" HD, 32MP Quad Camera, MIL-STD 810G, Helio P35, GSM Unlocked Global 4G LTE International Model (T-Mobile, AT&T, Metro) LM-K510BMW (Titan)",$179.00,4.1 out of 5 stars,119,https://www.amazon.com/LG-Unlocked-International-T-Mobile-LM-K510BMW/dp/B08JN8Q5FW/ref=sr_1_29?dchild=1&keywords=lg+mobile&qid=1634308793&sr=8-29
Simple Mobile Carrier-Locked LG Stylo 5 4G LTE Prepaid Smartphone - Black - 32GB - Sim Card Included - GSM,$79.99,4.3 out of 5 stars,53,https://www.amazon.com/Simple-Mobile-Carrier-Locked-Prepaid-Smartphone/dp/B084GZJ517/ref=sr_1_30?dchild=1&keywords=lg+mobile&qid=1634308793&sr=8-30
"LG K42 4G LTE Unlocked Volte 64GB Quad Camera (LTE USA Latin Carribean) 3GB Ram 6.6"" (NOT Verizon/Boost) Dual Sim Android 10 (Gray)",$159.99,3.6 out of 5 stars,17,https://www.amazon.com/LG-K42-Unlocked-Carribean-Verizon/dp/B08YP8RHT3/ref=sr_1_31?dchild=1&keywords=lg+mobile&qid=1634308793&sr=8-31
"Boost Mobile LG Tribute Empire 16GB Prepaid Smartphone LGX220PBBB, Silver - Carrier Locked to Boost Mobile",$99.00,4.0 out of 5 stars,126,https://www.amazon.com/LG-Tribute-Prepaid-Smartphone-LGX220PBBB/dp/B07YP3M7GV/ref=sr_1_32?dchild=1&keywords=lg+mobile&qid=1634308793&sr=8-32
LG Flip Phone 3G True B460 GSM Unlocked Bluetooth Camera (Cricket) World Phone (NOT CDMA Carriers Like Verizon Sprint Boost Mobile Virgin),$90.23,3.9 out of 5 stars,80,https://www.amazon.com/LG-Unlocked-Bluetooth-Cricket-Carriers/dp/B07FXXF59D/ref=sr_1_33?dchild=1&keywords=lg+mobile&qid=1634308793&sr=8-33
"LG K92 5G (128GB, 6GB) 6.7"" FHD+, Snapdragon 690, 64MP Quad Camera, US 5G / Global 4G LTE AT&T Unlocked (Cricket, Global/NOT for T-Mobile) LM-K920AM (64GB SD Bundle, Titan Gray)",$234.12,4.2 out of 5 stars,24,https://www.amazon.com/LG-Snapdragon-Unlocked-T-Mobile-LM-K920AM/dp/B092FFBWZ5/ref=sr_1_34?dchild=1&keywords=lg+mobile&qid=1634308793&sr=8-34
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308793%26sr%3D8-37-spons%26psc%3D1&qualifier=1634308793&id=8473544776907498&widgetName=sp_btf
"TCL 20 SE 6.82"" Unlocked Cellphone, 4GB RAM + 128GB ROM, US Version Android 11 Smartphone with 48MP Rear AI Quad-Camera, 5000mAh Big Battery, Dual Speaker, OTG Reverse Charging Octa-Core, Aurora Green",$189.99,4.2 out of 5 stars,380,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A088291415ZHLA05YGTI&url=%2FTCL-Cellphone-Smartphone-Quad-Camera-Octa-Core%2Fdp%2FB0949744D3%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308793%26sr%3D8-38-spons%26psc%3D1&qualifier=1634308793&id=8473544776907498&widgetName=sp_btf
Tracfone Keep Your Own Phone 3-in-1 Prepaid SIM Kit,$1.00,4.3 out of 5 stars,"4,094",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A04754351M6XYX7VV97A9&url=%2FeGift-Promotion-Tracfone-Phone-Prepaid%2Fdp%2FB0728N8PT9%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308802%26sr%3D8-33-spons%26psc%3D1&qualifier=1634308802&id=7030909915770674&widgetName=sp_atf_next
"SAMSUNG Galaxy S20 FE 5G Factory Unlocked Android Cell Phone 128GB US Version Smartphone Pro-Grade Camera 30X Space Zoom Night Mode, Cloud Navy",$599.99,4.6 out of 5 stars,"7,059",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A08321811Y6GC26RJ78II&url=%2FSamsung-Factory-Unlocked-Smartphone-Pro-Grade%2Fdp%2FB08FYTSXGQ%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308802%26sr%3D8-34-spons%26psc%3D1&qualifier=1634308802&id=7030909915770674&widgetName=sp_atf_next
"LG Stylo 5+ Plus LM-Q720AM, 4G LTE, US Version, 32GB, 3GB RAM, Aurora Black - AT&T Unlocked (T-Mobile, Metro, Cricket)",$134.45,4.4 out of 5 stars,222,https://www.amazon.com/LG-Snapdragon-Unlocked-T-Mobile-LM-Q720AM/dp/B08MV9MRLN/ref=sr_1_36?dchild=1&keywords=lg+mobile&qid=1634308802&sr=8-36
"LG G5 H820 (32GB + 4GB RAM) 5.3"" 4G LTE AT&T Unlocked GSM Smartphone (US Warranty) (Silver)",$179.00,3.5 out of 5 stars,88,https://www.amazon.com/LG-G5-32GB-Unlocked-Smartphone/dp/B06WLNYK8M/ref=sr_1_38?dchild=1&keywords=lg+mobile&qid=1634308802&sr=8-38
LG B470 3G Flip Phone GSM Unlocked Bluetooth Camera (at&t) World Phone (NOT CDMA Carriers like Verizon Sprint Boost Mobile Virgin),$89.99,3.6 out of 5 stars,387,https://www.amazon.com/LG-Unlocked-Bluetooth-Carriers-Verizon/dp/B01N1JNELN/ref=sr_1_39?dchild=1&keywords=lg+mobile&qid=1634308802&sr=8-39
"TCL 10 Pro Unlocked Android Smartphone with 6.47"" AMOLED FHD + Display, 64MP Quad Rear Camera System, 128GB+6GB RAM, 4500mAh Fast Charging Battery",$399.99,4.2 out of 5 stars,822,https://www.amazon.com/TCL-Unlocked-Android-Smartphone-Charging/dp/B087LZNMYB/ref=sr_1_40?dchild=1&keywords=lg+mobile&qid=1634308802&sr=8-40
Total Wireless LG K31 Rebel 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$39.88,4.1 out of 5 stars,125,https://www.amazon.com/Total-Wireless-Prepaid-Smartphone-Locked/dp/B08J4M397Q/ref=sr_1_42?dchild=1&keywords=lg+mobile&qid=1634308802&sr=8-42
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308802%26sr%3D8-43-spons%26psc%3D1&qualifier=1634308802&id=7030909915770674&widgetName=sp_mtf
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_44_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308802%26sr%3D8-44-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308802&id=7030909915770674&widgetName=sp_mtf
Verizon Prepaid - Zone 4 with 16GB Memory Prepaid Cell Phone - Moroccan Blue,$120.00,4.2 out of 5 stars,274,https://www.amazon.com/Verizon-Prepaid-Memory-Phone-Moroccan/dp/B07FCZFBXL/ref=sr_1_45?dchild=1&keywords=lg+mobile&qid=1634308802&sr=8-45
Simple Mobile Carrier-Locked Samsung Galaxy A50 4G LTE Prepaid Smartphone - Black - 64GB - Sim Card Included - GSM,$166.89,4.6 out of 5 stars,33,https://www.amazon.com/Simple-Mobile-Carrier-Locked-Samsung-Smartphone/dp/B084GXNHGF/ref=sr_1_46?dchild=1&keywords=lg+mobile&qid=1634308802&sr=8-46
At&t Prepaid LG Xpression Plus Prepaid Smartphone,$99.99,4.3 out of 5 stars,162,https://www.amazon.com/At-Prepaid-Xpression-Plus-Smartphone/dp/B07MBWWM25/ref=sr_1_48?dchild=1&keywords=lg+mobile&qid=1634308802&sr=8-48
TracFone LG K31 Rebel 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$49.03,4.0 out of 5 stars,418,https://www.amazon.com/TracFone-Rebel-Prepaid-Smartphone-Locked/dp/B08J5DCBQR/ref=sr_1_49?dchild=1&keywords=lg+mobile&qid=1634308802&sr=8-49
Net10 LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$68.08,4.6 out of 5 stars,12,https://www.amazon.com/Net10-Premier-Prepaid-Smartphone-Locked/dp/B08J5J916G/ref=sr_1_51?dchild=1&keywords=lg+mobile&qid=1634308802&sr=8-51
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308802%26sr%3D8-53-spons%26psc%3D1&qualifier=1634308802&id=7030909915770674&widgetName=sp_btf
TracFone LG Reflect LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$131.37,4.4 out of 5 stars,143,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A04831353A44LE6AWZE3C&url=%2FTracFone-Reflect-Prepaid-Smartphone-Locked%2Fdp%2FB08J5DRB63%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308802%26sr%3D8-54-spons%26psc%3D1&qualifier=1634308802&id=7030909915770674&widgetName=sp_btf
"[Sturdy Version] VICSEED 15"" Long Cup Holder Phone Mount, [Stable & Adjustable] Gooseneck Automobile Cup Phone Holder for Car, Compatible with iPhone 13 12 SE Galaxy LG Pixel All Mobile Phones",$35.99,4.5 out of 5 stars,965,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A04290853JXRDJ8CFNYPV&url=%2FVICSEED-Upgraded-Stable-Holder-Universal%2Fdp%2FB0839FX5RL%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308818%26sr%3D8-49-spons%26psc%3D1&qualifier=1634308818&id=8649568269201394&widgetName=sp_atf_next
Tracfone Motorola Moto e 4G LTE Prepaid Smartphone (Locked) - Midnight Blue - 32GB - Sim Card Included - CDMA,$57.17,4.5 out of 5 stars,440,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A011042836DV9EPC9FPL7&url=%2FTracFone-Motorola-Prepaid-Smartphone-Locked%2Fdp%2FB08J4JCXDH%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308818%26sr%3D8-50-spons%26psc%3D1&qualifier=1634308818&id=8649568269201394&widgetName=sp_atf_next
"LG Q70 Unlocked Smartphone – 4/64 GB – Black (Made for US by LG) – Verizon, AT&T, T–Mobile, Sprint, Boost, Cricket, Metro (Universal Compatibility)",$306.99,3.7 out of 5 stars,44,https://www.amazon.com/LG-Q70-Unlocked-Smartphone-Compatibility/dp/B0891NHY93/ref=sr_1_53?dchild=1&keywords=lg+mobile&qid=1634308818&sr=8-53
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/TracFone-Premier-Prepaid-Smartphone-Locked/dp/B08J4J18SP/ref=sr_1_55?dchild=1&keywords=lg+mobile&qid=1634308818&sr=8-55
"LG G8 ThinQ LMG820TM (128GB, 6GB RAM) 6.1"" 4G LTE Android Smartphone (Aurora Black, GSM Unlocked)",$287.00,4.2 out of 5 stars,357,https://www.amazon.com/LG-LMG820TM-Android-Smartphone-Unlocked/dp/B08R6GQKDR/ref=sr_1_57?dchild=1&keywords=lg+mobile&qid=1634308818&sr=8-57
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_59_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308818%26sr%3D8-59-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308818&id=8649568269201394&widgetName=sp_mtf
"SAMSUNG Galaxy S20 FE 5G Factory Unlocked Android Cell Phone 128GB US Version Smartphone Pro-Grade Camera 30X Space Zoom Night Mode, Cloud Navy",$599.99,4.6 out of 5 stars,"7,059",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A08321811Y6GC26RJ78II&url=%2FSamsung-Factory-Unlocked-Smartphone-Pro-Grade%2Fdp%2FB08FYTSXGQ%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308818%26sr%3D8-60-spons%26psc%3D1&qualifier=1634308818&id=8649568269201394&widgetName=sp_mtf
"TCL 10L, Unlocked Android Smartphone with 6.53"" FHD + LCD Display, 48MP Quad Rear Camera System, 64GB+6GB RAM, 4000mAh Battery",$249.99,4.4 out of 5 stars,"3,305",https://www.amazon.com/TCL-Unlocked-Android-Smartphone-Display/dp/B087LYQ22N/ref=sr_1_61?dchild=1&keywords=lg+mobile&qid=1634308818&sr=8-61
Verizon Prepaid - Zone 4 with 16GB Memory Prepaid Cell Phone - Moroccan Blue,$120.00,4.2 out of 5 stars,274,https://www.amazon.com/Verizon-Prepaid-Memory-Phone-Moroccan/dp/B07FCZFBXL/ref=sr_1_67?dchild=1&keywords=lg+mobile&qid=1634308818&sr=8-67
"LG G5 H820 (32GB + 4GB RAM) 5.3"" 4G LTE AT&T Unlocked GSM Smartphone (US Warranty) (Silver)",$179.00,3.5 out of 5 stars,88,https://www.amazon.com/LG-G5-32GB-Unlocked-Smartphone/dp/B06WLNYK8M/ref=sr_1_68?dchild=1&keywords=lg+mobile&qid=1634308818&sr=8-68
